date,region,name,tie_percentage,total_matches_played,win_percentage,latitude,longitude,final_won,goals_scored,number_of_world_cups
1978-01-01,,Sweden,0.214286,28,0.392857,66.2188,19.000,0,48,12
1978-01-01,,Chile,0.166667,18,0.388889,-23.1760,-69.201,0,23,9
1978-01-01,,Spain,0.166667,18,0.388889,40.6170,-3.388,0,22,16
1978-01-01,,Czechoslovakia,0.136364,22,0.363636,49.8480,15.281,0,32,8
1978-01-01,,Cuba,0.333333,3,0.333333,20.5710,-76.456,0,5,1
1978-01-01,,Germany DR,0.333333,6,0.333333,51.3819,9.988,0,5,1
1978-01-01,,Peru,0.083333,12,0.333333,-12.6640,-72.980,0,17,5
1978-01-01,,Tunisia,0.333333,3,0.333333,35.5940,9.421,0,3,6
1978-01-01,,Turkey,0.000000,3,0.333333,39.1440,34.188,0,10,2
1978-01-01,,Paraguay,0.285714,7,0.285714,-23.2660,-58.409,0,12,8
1978-01-01,,Switzerland,0.111111,18,0.277778,46.7794,8.033,0,28,12
1978-01-01,,Korea DPR,0.250000,4,0.250000,39.7670,126.389,0,5,2
1978-01-01,,Romania,0.125000,8,0.250000,45.9330,25.119,0,12,7
1978-01-01,,Wales,0.600000,5,0.200000,52.5000,-3.500,0,4,2
1978-01-01,,Scotland,0.363636,11,0.181818,56.0000,-4.000,0,12,8
1978-01-01,,Mexico,0.166667,24,0.125000,22.9250,-101.680,0,21,17
1978-01-01,,Belgium,0.111111,9,0.111111,50.6745,4.459,0,12,14
1978-01-01,,Australia,0.333333,3,0.000000,-24.5780,133.582,0,0,6
1978-01-01,,Bolivia,0.000000,3,0.000000,-16.7100,-65.183,0,0,3
1978-01-01,,Bulgaria,0.333333,12,0.000000,42.6250,24.521,0,9,7
1978-01-01,,Colombia,0.333333,3,0.000000,3.7940,-73.606,0,5,6
1978-01-01,,Dutch East Indies,0.000000,1,0.000000,-0.7390,114.045,0,0,1
1978-01-01,,Egypt,0.000000,1,0.000000,26.1600,28.742,0,2,3
1978-01-01,,El Salvador,0.000000,3,0.000000,13.8480,-89.229,0,0,2
1978-01-01,,Haiti,0.000000,3,0.000000,19.3175,-72.421,0,2,1
1978-01-01,,IR Iran,0.333333,3,0.000000,33.4080,54.042,0,2,6
1978-01-01,,Israel,0.666667,3,0.000000,30.9920,34.834,0,1,1
1978-01-01,,Korea Republic,0.000000,2,0.000000,36.3380,128.160,0,0,11
1978-01-01,,Morocco,0.333333,3,0.000000,31.1290,-7.355,0,2,6
1978-01-01,,Norway,0.000000,1,0.000000,61.3701,9.303,0,1,3
1978-01-01,,Zaire,0.000000,3,0.000000,-1.4180,23.607,0,0,1
1982-01-01,,Portugal,0.00000,6,0.833333,40.957,-7.937,0,17,8
1982-01-01,,Algeria,0.00000,3,0.666667,28.605,2.640,0,5,4
1982-01-01,,Germany,0.08333,12,0.666667,51.382,9.988,1,39,11
1982-01-01,,Brazil,0.17544,57,0.649123,-11.694,-48.978,3,134,22
1982-01-01,,Poland,0.19048,21,0.571429,52.442,19.720,0,38,9
1982-01-01,,FR West Germany,0.21429,42,0.571429,51.382,9.988,1,83,9
1982-01-01,,Italy,0.20930,43,0.558140,44.371,11.108,3,74,18
1982-01-01,,Netherlands,0.18750,16,0.500000,52.170,5.010,0,32,11
1982-01-01,,FR Soviet Union,0.20833,24,0.500000,64.736,104.062,0,37,7
1982-01-01,,Hungary,0.10345,29,0.482759,47.174,19.618,0,85,9
1982-01-01,,Uruguay,0.17241,29,0.482759,-32.948,-56.249,2,57,14
1982-01-01,,Austria,0.08696,23,0.478261,47.650,14.705,0,38,7
1982-01-01,,Argentina,0.14706,34,0.470588,-33.166,-64.310,1,63,18
1982-01-01,,England,0.27586,29,0.448276,52.160,-0.700,1,40,16
1982-01-01,,United States,0.00000,7,0.428571,40.079,-98.816,0,12,11
1982-01-01,,France,0.07407,27,0.407407,46.656,2.543,0,59,16
1982-01-01,,Sweden,0.21429,28,0.392857,66.219,19.000,0,48,12
1982-01-01,,Yugoslavia,0.21429,28,0.392857,44.021,20.699,0,47,8
1982-01-01,,Spain,0.21739,23,0.347826,40.617,-3.388,0,26,16
1982-01-01,,Chile,0.14286,21,0.333333,-23.176,-69.201,0,26,9
1982-01-01,,Cuba,0.33333,3,0.333333,20.571,-76.456,0,5,1
1982-01-01,,Germany DR,0.33333,6,0.333333,51.382,9.988,0,5,1
1982-01-01,,Tunisia,0.33333,3,0.333333,35.594,9.421,0,3,6
1982-01-01,,Turkey,0.00000,3,0.333333,39.144,34.188,0,10,2
1982-01-01,,Czechoslovakia,0.20000,25,0.320000,49.848,15.281,0,34,8
1982-01-01,,Northern Ireland,0.40000,10,0.300000,54.500,-6.500,0,11,3
1982-01-01,,Paraguay,0.28571,7,0.285714,-23.266,-58.409,0,12,8
1982-01-01,,Switzerland,0.11111,18,0.277778,46.779,8.033,0,28,12
1982-01-01,,Peru,0.20000,15,0.266667,-12.664,-72.980,0,19,5
1982-01-01,,Korea DPR,0.25000,4,0.250000,39.767,126.389,0,5,2
1982-01-01,,Romania,0.12500,8,0.250000,45.933,25.119,0,12,7
1982-01-01,,Belgium,0.14286,14,0.214286,50.675,4.459,0,15,14
1982-01-01,,Scotland,0.35714,14,0.214286,56.000,-4.000,0,20,8
1982-01-01,,Wales,0.60000,5,0.200000,52.500,-3.500,0,4,2
1982-01-01,,Mexico,0.16667,24,0.125000,22.925,-101.680,0,21,17
1982-01-01,,Australia,0.33333,3,0.000000,-24.578,133.582,0,0,6
1982-01-01,,Bolivia,0.00000,3,0.000000,-16.710,-65.183,0,0,3
1982-01-01,,Bulgaria,0.33333,12,0.000000,42.625,24.521,0,9,7
1982-01-01,,Cameroon,1.00000,3,0.000000,4.400,12.131,0,1,8
1982-01-01,,Colombia,0.33333,3,0.000000,3.794,-73.606,0,5,6
1982-01-01,,Dutch East Indies,0.00000,1,0.000000,-0.739,114.045,0,0,1
1982-01-01,,Egypt,0.00000,1,0.000000,26.160,28.742,0,2,3
1982-01-01,,El Salvador,0.00000,6,0.000000,13.848,-89.229,0,1,2
1982-01-01,,Haiti,0.00000,3,0.000000,19.318,-72.421,0,2,1
1982-01-01,,Honduras,0.66667,3,0.000000,14.881,-87.123,0,2,3
1982-01-01,,IR Iran,0.33333,3,0.000000,33.408,54.042,0,2,6
1982-01-01,,Israel,0.66667,3,0.000000,30.992,34.834,0,1,1
1982-01-01,,Korea Republic,0.00000,2,0.000000,36.338,128.160,0,0,11
1982-01-01,,Kuwait,0.33333,3,0.000000,29.317,47.427,0,2,1
1982-01-01,,Morocco,0.33333,3,0.000000,31.129,-7.355,0,2,6
1982-01-01,,New Zealand,0.00000,3,0.000000,-42.558,172.377,0,2,2
1982-01-01,,Norway,0.00000,1,0.000000,61.370,9.303,0,1,3
1982-01-01,,Zaire,0.00000,3,0.000000,-1.418,23.607,0,0,1
1986-01-01,,Denmark,0.00000,4,0.750000,56.113,9.096,0,10,6
1986-01-01,,Germany,0.08333,12,0.666667,51.382,9.988,1,39,11
1986-01-01,,Portugal,0.00000,9,0.666667,40.957,-7.937,0,19,8
1986-01-01,,Brazil,0.16129,62,0.661290,-11.694,-48.978,3,144,22
1986-01-01,,FR West Germany,0.20408,49,0.571429,51.382,9.988,1,91,9
1986-01-01,,Argentina,0.14634,41,0.536585,-33.166,-64.310,2,77,18
1986-01-01,,Italy,0.23404,47,0.531915,44.371,11.108,3,79,18
1986-01-01,,Poland,0.20000,25,0.520000,52.442,19.720,0,39,9
1986-01-01,,Netherlands,0.18750,16,0.500000,52.170,5.010,0,32,11
1986-01-01,,FR Soviet Union,0.21429,28,0.500000,64.736,104.062,0,49,7
1986-01-01,,Austria,0.08696,23,0.478261,47.650,14.705,0,38,7
1986-01-01,,France,0.08824,34,0.470588,46.656,2.543,0,71,16
1986-01-01,,Hungary,0.09375,32,0.468750,47.174,19.618,0,87,9
1986-01-01,,England,0.26471,34,0.441176,52.160,-0.700,1,47,16
1986-01-01,,United States,0.00000,7,0.428571,40.079,-98.816,0,12,11
1986-01-01,,Uruguay,0.21212,33,0.424242,-32.948,-56.249,2,59,14
1986-01-01,,Spain,0.17857,28,0.392857,40.617,-3.388,0,37,16
1986-01-01,,Sweden,0.21429,28,0.392857,66.219,19.000,0,48,12
1986-01-01,,Yugoslavia,0.21429,28,0.392857,44.021,20.699,0,47,8
1986-01-01,,Algeria,0.16667,6,0.333333,28.605,2.640,0,6,4
1986-01-01,,Chile,0.14286,21,0.333333,-23.176,-69.201,0,26,9
1986-01-01,,Cuba,0.33333,3,0.333333,20.571,-76.456,0,5,1
1986-01-01,,Germany DR,0.33333,6,0.333333,51.382,9.988,0,5,1
1986-01-01,,Tunisia,0.33333,3,0.333333,35.594,9.421,0,3,6
1986-01-01,,Turkey,0.00000,3,0.333333,39.144,34.188,0,10,2
1986-01-01,,Czechoslovakia,0.20000,25,0.320000,49.848,15.281,0,34,8
1986-01-01,,Belgium,0.14286,21,0.285714,50.675,4.459,0,27,14
1986-01-01,,Switzerland,0.11111,18,0.277778,46.779,8.033,0,28,12
1986-01-01,,Paraguay,0.36364,11,0.272727,-23.266,-58.409,0,16,8
1986-01-01,,Peru,0.20000,15,0.266667,-12.664,-72.980,0,19,5
1986-01-01,,Korea DPR,0.25000,4,0.250000,39.767,126.389,0,5,2
1986-01-01,,Romania,0.12500,8,0.250000,45.933,25.119,0,12,7
1986-01-01,,Northern Ireland,0.38462,13,0.230769,54.500,-6.500,0,13,3
1986-01-01,,Mexico,0.17241,29,0.206897,22.925,-101.680,0,27,17
1986-01-01,,Wales,0.60000,5,0.200000,52.500,-3.500,0,4,2
1986-01-01,,Scotland,0.35294,17,0.176471,56.000,-4.000,0,21,8
1986-01-01,,Morocco,0.42857,7,0.142857,31.129,-7.355,0,5,6
1986-01-01,,Australia,0.33333,3,0.000000,-24.578,133.582,0,0,6
1986-01-01,,Bolivia,0.00000,3,0.000000,-16.710,-65.183,0,0,3
1986-01-01,,Bulgaria,0.37500,16,0.000000,42.625,24.521,0,11,7
1986-01-01,,Cameroon,1.00000,3,0.000000,4.400,12.131,0,1,8
1986-01-01,,Canada,0.00000,3,0.000000,59.207,-111.194,0,0,2
1986-01-01,,Colombia,0.33333,3,0.000000,3.794,-73.606,0,5,6
1986-01-01,,Dutch East Indies,0.00000,1,0.000000,-0.739,114.045,0,0,1
1986-01-01,,Egypt,0.00000,1,0.000000,26.160,28.742,0,2,3
1986-01-01,,El Salvador,0.00000,6,0.000000,13.848,-89.229,0,1,2
1986-01-01,,Haiti,0.00000,3,0.000000,19.318,-72.421,0,2,1
1986-01-01,,Honduras,0.66667,3,0.000000,14.881,-87.123,0,2,3
1986-01-01,,IR Iran,0.33333,3,0.000000,33.408,54.042,0,2,6
1986-01-01,,Iraq,0.00000,3,0.000000,33.545,43.278,0,1,1
1986-01-01,,Israel,0.66667,3,0.000000,30.992,34.834,0,1,1
1986-01-01,,Korea Republic,0.20000,5,0.000000,36.338,128.160,0,4,11
1986-01-01,,Kuwait,0.33333,3,0.000000,29.317,47.427,0,2,1
1986-01-01,,New Zealand,0.00000,3,0.000000,-42.558,172.377,0,2,2
1986-01-01,,Norway,0.00000,1,0.000000,61.370,9.303,0,1,3
1986-01-01,,Zaire,0.00000,3,0.000000,-1.418,23.607,0,0,1
1990-01-01,,Denmark,0.000000,4,0.750000,56.113,9.096,0,10,6
1990-01-01,,Brazil,0.151515,66,0.666667,-11.694,-48.978,3,148,22
1990-01-01,,Germany,0.083333,12,0.666667,51.382,9.988,1,39,11
1990-01-01,,Portugal,0.000000,9,0.666667,40.957,-7.937,0,19,8
1990-01-01,,FR West Germany,0.196429,56,0.607143,51.382,9.988,2,106,9
1990-01-01,,Italy,0.203704,54,0.574074,44.371,11.108,3,89,18
1990-01-01,,Argentina,0.145833,48,0.541667,-33.166,-64.310,2,82,18
1990-01-01,,Poland,0.200000,25,0.520000,52.442,19.720,0,39,9
1990-01-01,,Costa Rica,0.000000,4,0.500000,10.126,-84.075,0,4,6
1990-01-01,,FR Soviet Union,0.193548,31,0.483871,64.736,104.062,0,53,7
1990-01-01,,France,0.088235,34,0.470588,46.656,2.543,0,71,16
1990-01-01,,Hungary,0.093750,32,0.468750,47.174,19.618,0,87,9
1990-01-01,,Austria,0.076923,26,0.461538,47.650,14.705,0,40,7
1990-01-01,,England,0.268293,41,0.439024,52.160,-0.700,1,55,16
1990-01-01,,Yugoslavia,0.181818,33,0.424242,44.021,20.699,0,55,8
1990-01-01,,Spain,0.187500,32,0.406250,40.617,-3.388,0,43,16
1990-01-01,,Uruguay,0.216216,37,0.405405,-32.948,-56.249,2,61,14
1990-01-01,,Netherlands,0.300000,20,0.400000,52.170,5.010,0,35,11
1990-01-01,,Cameroon,0.375000,8,0.375000,4.400,12.131,0,8,8
1990-01-01,,Czechoslovakia,0.166667,30,0.366667,49.848,15.281,0,44,8
1990-01-01,,Sweden,0.193548,31,0.354839,66.219,19.000,0,51,12
1990-01-01,,Algeria,0.166667,6,0.333333,28.605,2.640,0,6,4
1990-01-01,,Chile,0.142857,21,0.333333,-23.176,-69.201,0,26,9
1990-01-01,,Cuba,0.333333,3,0.333333,20.571,-76.456,0,5,1
1990-01-01,,Germany DR,0.333333,6,0.333333,51.382,9.988,0,5,1
1990-01-01,,Tunisia,0.333333,3,0.333333,35.594,9.421,0,3,6
1990-01-01,,Turkey,0.000000,3,0.333333,39.144,34.188,0,10,2
1990-01-01,,Belgium,0.120000,25,0.320000,50.675,4.459,0,33,14
1990-01-01,,United States,0.000000,10,0.300000,40.079,-98.816,0,14,11
1990-01-01,,Switzerland,0.111111,18,0.277778,46.779,8.033,0,28,12
1990-01-01,,Paraguay,0.363636,11,0.272727,-23.266,-58.409,0,16,8
1990-01-01,,Peru,0.200000,15,0.266667,-12.664,-72.980,0,19,5
1990-01-01,,Korea DPR,0.250000,4,0.250000,39.767,126.389,0,5,2
1990-01-01,,Romania,0.166667,12,0.250000,45.933,25.119,0,16,7
1990-01-01,,Northern Ireland,0.384615,13,0.230769,54.500,-6.500,0,13,3
1990-01-01,,Mexico,0.172414,29,0.206897,22.925,-101.680,0,27,17
1990-01-01,,Republic of Ireland,0.600000,5,0.200000,53.214,-7.588,0,2,3
1990-01-01,,Scotland,0.300000,20,0.200000,56.000,-4.000,0,23,8
1990-01-01,,Wales,0.600000,5,0.200000,52.500,-3.500,0,4,2
1990-01-01,,Colombia,0.285714,7,0.142857,3.794,-73.606,0,9,6
1990-01-01,,Morocco,0.428571,7,0.142857,31.129,-7.355,0,5,6
1990-01-01,,Australia,0.333333,3,0.000000,-24.578,133.582,0,0,6
1990-01-01,,Bolivia,0.000000,3,0.000000,-16.710,-65.183,0,0,3
1990-01-01,,Bulgaria,0.375000,16,0.000000,42.625,24.521,0,11,7
1990-01-01,,Canada,0.000000,3,0.000000,59.207,-111.194,0,0,2
1990-01-01,,Dutch East Indies,0.000000,1,0.000000,-0.739,114.045,0,0,1
1990-01-01,,Egypt,0.500000,4,0.000000,26.160,28.742,0,3,3
1990-01-01,,El Salvador,0.000000,6,0.000000,13.848,-89.229,0,1,2
1990-01-01,,Haiti,0.000000,3,0.000000,19.318,-72.421,0,2,1
1990-01-01,,Honduras,0.666667,3,0.000000,14.881,-87.123,0,2,3
1990-01-01,,IR Iran,0.333333,3,0.000000,33.408,54.042,0,2,6
1990-01-01,,Iraq,0.000000,3,0.000000,33.545,43.278,0,1,1
1990-01-01,,Israel,0.666667,3,0.000000,30.992,34.834,0,1,1
1990-01-01,,Korea Republic,0.125000,8,0.000000,36.338,128.160,0,5,11
1990-01-01,,Kuwait,0.333333,3,0.000000,29.317,47.427,0,2,1
1990-01-01,,New Zealand,0.000000,3,0.000000,-42.558,172.377,0,2,2
1990-01-01,,Norway,0.000000,1,0.000000,61.370,9.303,0,1,3
1990-01-01,,United Arab Emirates,0.000000,3,0.000000,23.930,53.903,0,2,1
1990-01-01,,Zaire,0.000000,3,0.000000,-1.418,23.607,0,0,1
1994-01-01,,Denmark,0.000000,4,0.750000,56.113,9.096,0,10,6
1994-01-01,,Brazil,0.150685,73,0.684932,-11.694,-48.978,4,159,22
1994-01-01,,Portugal,0.000000,9,0.666667,40.957,-7.937,0,19,8
1994-01-01,,Germany,0.117647,17,0.647059,51.382,9.988,1,48,11
1994-01-01,,FR West Germany,0.196429,56,0.607143,51.382,9.988,2,106,9
1994-01-01,,Italy,0.196721,61,0.573770,44.371,11.108,3,97,18
1994-01-01,,Argentina,0.134615,52,0.538462,-33.166,-64.310,2,90,18
1994-01-01,,Poland,0.200000,25,0.520000,52.442,19.720,0,39,9
1994-01-01,,Costa Rica,0.000000,4,0.500000,10.126,-84.075,0,4,6
1994-01-01,,Nigeria,0.000000,4,0.500000,9.342,7.678,0,7,6
1994-01-01,,Saudi Arabia,0.000000,4,0.500000,24.191,44.320,0,5,6
1994-01-01,,FR Soviet Union,0.193548,31,0.483871,64.736,104.062,0,53,7
1994-01-01,,France,0.088235,34,0.470588,46.656,2.543,0,71,16
1994-01-01,,Hungary,0.093750,32,0.468750,47.174,19.618,0,87,9
1994-01-01,,Austria,0.076923,26,0.461538,47.650,14.705,0,40,7
1994-01-01,,Netherlands,0.240000,25,0.440000,52.170,5.010,0,43,11
1994-01-01,,England,0.268293,41,0.439024,52.160,-0.700,1,55,16
1994-01-01,,Yugoslavia,0.181818,33,0.424242,44.021,20.699,0,55,8
1994-01-01,,Spain,0.216216,37,0.405405,40.617,-3.388,0,53,16
1994-01-01,,Uruguay,0.216216,37,0.405405,-32.948,-56.249,2,61,14
1994-01-01,,Sweden,0.210526,38,0.394737,66.219,19.000,0,66,12
1994-01-01,,Czechoslovakia,0.166667,30,0.366667,49.848,15.281,0,44,8
1994-01-01,,Romania,0.117647,17,0.352941,45.933,25.119,0,26,7
1994-01-01,,Belgium,0.103448,29,0.344828,50.675,4.459,0,37,14
1994-01-01,,Algeria,0.166667,6,0.333333,28.605,2.640,0,6,4
1994-01-01,,Chile,0.142857,21,0.333333,-23.176,-69.201,0,26,9
1994-01-01,,Cuba,0.333333,3,0.333333,20.571,-76.456,0,5,1
1994-01-01,,Germany DR,0.333333,6,0.333333,51.382,9.988,0,5,1
1994-01-01,,Russia,0.000000,3,0.333333,64.736,104.062,0,7,4
1994-01-01,,Tunisia,0.333333,3,0.333333,35.594,9.421,0,3,6
1994-01-01,,Turkey,0.000000,3,0.333333,39.144,34.188,0,10,2
1994-01-01,,United States,0.071429,14,0.285714,40.079,-98.816,0,17,11
1994-01-01,,Cameroon,0.363636,11,0.272727,4.400,12.131,0,11,8
1994-01-01,,Paraguay,0.363636,11,0.272727,-23.266,-58.409,0,16,8
1994-01-01,,Switzerland,0.136364,22,0.272727,46.779,8.033,0,33,12
1994-01-01,,Peru,0.200000,15,0.266667,-12.664,-72.980,0,19,5
1994-01-01,,Korea DPR,0.250000,4,0.250000,39.767,126.389,0,5,2
1994-01-01,,Norway,0.250000,4,0.250000,61.370,9.303,0,2,3
1994-01-01,,Northern Ireland,0.384615,13,0.230769,54.500,-6.500,0,13,3
1994-01-01,,Republic of Ireland,0.444444,9,0.222222,53.214,-7.588,0,4,3
1994-01-01,,Mexico,0.181818,33,0.212121,22.925,-101.680,0,31,17
1994-01-01,,Colombia,0.200000,10,0.200000,3.794,-73.606,0,13,6
1994-01-01,,Scotland,0.300000,20,0.200000,56.000,-4.000,0,23,8
1994-01-01,,Wales,0.600000,5,0.200000,52.500,-3.500,0,4,2
1994-01-01,,Bulgaria,0.260870,23,0.173913,42.625,24.521,0,21,7
1994-01-01,,Morocco,0.300000,10,0.100000,31.129,-7.355,0,7,6
1994-01-01,,Australia,0.333333,3,0.000000,-24.578,133.582,0,0,6
1994-01-01,,Bolivia,0.166667,6,0.000000,-16.710,-65.183,0,1,3
1994-01-01,,Canada,0.000000,3,0.000000,59.207,-111.194,0,0,2
1994-01-01,,Dutch East Indies,0.000000,1,0.000000,-0.739,114.045,0,0,1
1994-01-01,,Egypt,0.500000,4,0.000000,26.160,28.742,0,3,3
1994-01-01,,El Salvador,0.000000,6,0.000000,13.848,-89.229,0,1,2
1994-01-01,,Greece,0.000000,3,0.000000,39.787,21.617,0,0,3
1994-01-01,,Haiti,0.000000,3,0.000000,19.318,-72.421,0,2,1
1994-01-01,,Honduras,0.666667,3,0.000000,14.881,-87.123,0,2,3
1994-01-01,,IR Iran,0.333333,3,0.000000,33.408,54.042,0,2,6
1994-01-01,,Iraq,0.000000,3,0.000000,33.545,43.278,0,1,1
1994-01-01,,Israel,0.666667,3,0.000000,30.992,34.834,0,1,1
1994-01-01,,Korea Republic,0.272727,11,0.000000,36.338,128.160,0,9,11
1994-01-01,,Kuwait,0.333333,3,0.000000,29.317,47.427,0,2,1
1994-01-01,,New Zealand,0.000000,3,0.000000,-42.558,172.377,0,2,2
1994-01-01,,United Arab Emirates,0.000000,3,0.000000,23.930,53.903,0,2,1
1994-01-01,,Zaire,0.000000,3,0.000000,-1.418,23.607,0,0,1
1998-01-01,,Croatia,0.000000,7,0.714286,45.754,16.385,0,11,6
1998-01-01,,Brazil,0.137500,80,0.687500,-11.694,-48.978,4,173,22
1998-01-01,,Portugal,0.000000,9,0.666667,40.957,-7.937,0,19,8
1998-01-01,,Germany,0.136364,22,0.636364,51.382,9.988,1,56,11
1998-01-01,,FR West Germany,0.196429,56,0.607143,51.382,9.988,2,106,9
1998-01-01,,Italy,0.196970,66,0.575758,44.371,11.108,3,105,18
1998-01-01,,Argentina,0.122807,57,0.561404,-33.166,-64.310,2,100,18
1998-01-01,,France,0.073171,41,0.560976,46.656,2.543,1,86,16
1998-01-01,,Denmark,0.111111,9,0.555556,56.113,9.096,0,19,6
1998-01-01,,Poland,0.200000,25,0.520000,52.442,19.720,0,39,9
1998-01-01,,Costa Rica,0.000000,4,0.500000,10.126,-84.075,0,4,6
1998-01-01,,FR Yugoslavia,0.250000,4,0.500000,44.021,20.699,0,5,1
1998-01-01,,Nigeria,0.000000,8,0.500000,9.342,7.678,0,13,6
1998-01-01,,FR Soviet Union,0.193548,31,0.483871,64.736,104.062,0,53,7
1998-01-01,,Hungary,0.093750,32,0.468750,47.174,19.618,0,87,9
1998-01-01,,England,0.244444,45,0.444444,52.160,-0.700,1,62,16
1998-01-01,,Netherlands,0.250000,32,0.437500,52.170,5.010,0,56,11
1998-01-01,,Yugoslavia,0.181818,33,0.424242,44.021,20.699,0,55,8
1998-01-01,,Austria,0.137931,29,0.413793,47.650,14.705,0,43,7
1998-01-01,,Uruguay,0.216216,37,0.405405,-32.948,-56.249,2,61,14
1998-01-01,,Spain,0.225000,40,0.400000,40.617,-3.388,0,61,16
1998-01-01,,Sweden,0.210526,38,0.394737,66.219,19.000,0,66,12
1998-01-01,,Romania,0.142857,21,0.380952,45.933,25.119,0,30,7
1998-01-01,,Czechoslovakia,0.166667,30,0.366667,49.848,15.281,0,44,8
1998-01-01,,Algeria,0.166667,6,0.333333,28.605,2.640,0,6,4
1998-01-01,,Cuba,0.333333,3,0.333333,20.571,-76.456,0,5,1
1998-01-01,,Germany DR,0.333333,6,0.333333,51.382,9.988,0,5,1
1998-01-01,,Jamaica,0.000000,3,0.333333,18.163,-77.477,0,3,1
1998-01-01,,Russia,0.000000,3,0.333333,64.736,104.062,0,7,4
1998-01-01,,Turkey,0.000000,3,0.333333,39.144,34.188,0,10,2
1998-01-01,,Belgium,0.187500,32,0.312500,50.675,4.459,0,40,14
1998-01-01,,Saudi Arabia,0.142857,7,0.285714,24.191,44.320,0,7,6
1998-01-01,,Chile,0.240000,25,0.280000,-23.176,-69.201,0,31,9
1998-01-01,,Switzerland,0.136364,22,0.272727,46.779,8.033,0,33,12
1998-01-01,,Paraguay,0.400000,15,0.266667,-23.266,-58.409,0,19,8
1998-01-01,,Peru,0.200000,15,0.266667,-12.664,-72.980,0,19,5
1998-01-01,,Korea DPR,0.250000,4,0.250000,39.767,126.389,0,5,2
1998-01-01,,Norway,0.375000,8,0.250000,61.370,9.303,0,7,3
1998-01-01,,United States,0.058824,17,0.235294,40.079,-98.816,0,18,11
1998-01-01,,Colombia,0.153846,13,0.230769,3.794,-73.606,0,14,6
1998-01-01,,Northern Ireland,0.384615,13,0.230769,54.500,-6.500,0,13,3
1998-01-01,,Republic of Ireland,0.444444,9,0.222222,53.214,-7.588,0,4,3
1998-01-01,,Mexico,0.216216,37,0.216216,22.925,-101.680,0,39,17
1998-01-01,,Cameroon,0.428571,14,0.214286,4.400,12.131,0,13,8
1998-01-01,,Wales,0.600000,5,0.200000,52.500,-3.500,0,4,2
1998-01-01,,Scotland,0.304348,23,0.173913,56.000,-4.000,0,25,8
1998-01-01,,IR Iran,0.166667,6,0.166667,33.408,54.042,0,4,6
1998-01-01,,Tunisia,0.333333,6,0.166667,35.594,9.421,0,4,6
1998-01-01,,Bulgaria,0.269231,26,0.153846,42.625,24.521,0,22,7
1998-01-01,,Morocco,0.307692,13,0.153846,31.129,-7.355,0,12,6
1998-01-01,,Australia,0.333333,3,0.000000,-24.578,133.582,0,0,6
1998-01-01,,Bolivia,0.166667,6,0.000000,-16.710,-65.183,0,1,3
1998-01-01,,Canada,0.000000,3,0.000000,59.207,-111.194,0,0,2
1998-01-01,,Dutch East Indies,0.000000,1,0.000000,-0.739,114.045,0,0,1
1998-01-01,,Egypt,0.500000,4,0.000000,26.160,28.742,0,3,3
1998-01-01,,El Salvador,0.000000,6,0.000000,13.848,-89.229,0,1,2
1998-01-01,,Greece,0.000000,3,0.000000,39.787,21.617,0,0,3
1998-01-01,,Haiti,0.000000,3,0.000000,19.318,-72.421,0,2,1
1998-01-01,,Honduras,0.666667,3,0.000000,14.881,-87.123,0,2,3
1998-01-01,,Iraq,0.000000,3,0.000000,33.545,43.278,0,1,1
1998-01-01,,Israel,0.666667,3,0.000000,30.992,34.834,0,1,1
1998-01-01,,Japan,0.000000,3,0.000000,35.962,137.855,0,1,7
1998-01-01,,Korea Republic,0.285714,14,0.000000,36.338,128.160,0,11,11
1998-01-01,,Kuwait,0.333333,3,0.000000,29.317,47.427,0,2,1
1998-01-01,,New Zealand,0.000000,3,0.000000,-42.558,172.377,0,2,2
1998-01-01,,South Africa,0.666667,3,0.000000,-31.700,23.441,0,3,3
1998-01-01,,United Arab Emirates,0.000000,3,0.000000,23.930,53.903,0,2,1
1998-01-01,,Zaire,0.000000,3,0.000000,-1.418,23.607,0,0,1
2002-01-01,,Brazil,0.126437,87,0.712644,-11.694,-48.978,5,191,22
2002-01-01,,Germany,0.137931,29,0.655172,51.382,9.988,1,70,11
2002-01-01,,FR West Germany,0.196429,56,0.607143,51.382,9.988,2,106,9
2002-01-01,,Croatia,0.000000,10,0.600000,45.754,16.385,0,13,6
2002-01-01,,Portugal,0.000000,12,0.583333,40.957,-7.937,0,25,8
2002-01-01,,Italy,0.200000,70,0.557143,44.371,11.108,3,110,18
2002-01-01,,Argentina,0.133333,60,0.550000,-33.166,-64.310,2,102,18
2002-01-01,,Denmark,0.153846,13,0.538462,56.113,9.096,0,24,6
2002-01-01,,France,0.090909,44,0.522727,46.656,2.543,1,86,16
2002-01-01,,FR Yugoslavia,0.250000,4,0.500000,44.021,20.699,0,5,1
2002-01-01,,Poland,0.178571,28,0.500000,52.442,19.720,0,42,9
2002-01-01,,Turkey,0.100000,10,0.500000,39.144,34.188,0,20,2
2002-01-01,,FR Soviet Union,0.193548,31,0.483871,64.736,104.062,0,53,7
2002-01-01,,Hungary,0.093750,32,0.468750,47.174,19.618,0,87,9
2002-01-01,,Spain,0.200000,45,0.444444,40.617,-3.388,0,71,16
2002-01-01,,England,0.260000,50,0.440000,52.160,-0.700,1,68,16
2002-01-01,,Netherlands,0.250000,32,0.437500,52.170,5.010,0,56,11
2002-01-01,,Costa Rica,0.142857,7,0.428571,10.126,-84.075,0,9,6
